Transcript	circles	same_start	same_end	overlapping	within
NM_001033553	17:20204333-20205912,17:20245926-20260294	.	.	.	.
NM_001033555	17:20204333-20205912,17:20245926-20260294	.	.	.	.
NM_001033554	17:20204333-20205912	.	.	.	.
NM_012424	1:213077696-213129889	.	.	.	.
NM_012421	1:40189055-40202614	.	.	.	.
NM_152838	20:35653528-35659014	.	.	.	.
NM_183047	20:47262288-47276795,20:47276314-47287284	.	.	20:47262288-47276795|20:47276314-47287284,	.
NM_183048	20:47262288-47276795,20:47276314-47287284	.	.	20:47262288-47276795|20:47276314-47287284,	.
NM_006999	5:6737510-6746427	.	.	.	.
NM_001253	6:44403809-44408632	.	.	.	.
NR_103822	6:57193842-57210445	.	.	.	.
NM_001278186	10:67988663-68014186	.	.	.	.
NM_001278185	10:67988663-68014186	.	.	.	.
NM_001281435	17:12054889-12113360	.	.	.	.
NM_001286516	16:4441375-4455780	.	.	.	.
NM_001145125	7:140459007-140472011	.	.	.	.
NM_015601	10:67988663-68014186	.	.	.	.
NM_022897	5:170878097-170924550,5:170892387-170924550,5:171183195-171205612	.	5:170878097-170924550|5:170892387-170924550,	.	.
NM_001308120	14:45011975-45054549	.	.	.	.
NM_138285	2:183151508-183161195	.	.	.	.
NM_001135554	6:130955105-130956499	.	.	.	.
NM_001135555	6:130955105-130956499	.	.	.	.
NM_206824	16:31090775-31091342	.	.	.	.
NM_001282856	1:155853276-155853806	.	.	.	.
NM_020165	3:8935871-8941804,3:8935871-8948570	3:8935871-8948570|3:8935871-8941804,	.	.	.
NM_001282858	1:155853276-155853806	.	.	.	.
NM_016258	1:28742403-28743986	.	.	.	.
NR_051992	12:48083591-48098124	.	.	.	.
NR_051991	12:48083591-48098124	.	.	.	.
NM_016252	2:32377588-32395593,2:32377588-32416163,2:32429146-32453942	2:32377588-32395593|2:32377588-32416163,	.	.	.
NM_001199378	10:102376272-102377128	.	.	.	.
NM_001199379	10:102376272-102377128	.	.	.	.
NM_004284	1:147275354-147285487	.	.	.	.
NM_145726	14:102870185-102876525,14:102870185-102903429	14:102870185-102876525|14:102870185-102903429,	.	.	.
NM_001135041	2:74361413-74378245	.	.	.	.
NM_145725	14:102870185-102876525,14:102870185-102903429	14:102870185-102876525|14:102870185-102903429,	.	.	.
NM_001289068	10:94576662-94594854,10:94588229-94594854	.	10:94588229-94594854|10:94576662-94594854,	.	.
NM_001289069	10:94576662-94594854,10:94588229-94594854	.	10:94588229-94594854|10:94576662-94594854,	.	.
NM_001293274	1:64629355-64641969	.	.	.	.
NM_001306076	1:93221609-93264901	.	.	.	.
NM_024006	16:31090775-31091342	.	.	.	.
NM_003257	15:29761139-29773357	.	.	.	.
NR_046462	5:74813840-74841679,5:74834426-74841679	.	5:74813840-74841679|5:74834426-74841679,	.	.
NM_000293	16:47497399-47515601	.	.	.	.
NM_001011649	9:120437295-120448126	.	.	.	.
NM_001042424	4:1900626-1904378,4:1900626-1918623,4:1900626-1935262,4:1900626-1939778,4:1904216-1918623	4:1900626-1918623|4:1900626-1935262|4:1900626-1939778|4:1900626-1904378,	4:1904216-1918623|4:1900626-1918623,	4:1904216-1918623|4:1900626-1904378,	4:1904216-1918623|4:1900626-1935262,4:1904216-1918623|4:1900626-1939778,
NM_198531	18:79096476-79126375	.	.	.	.
NM_003922	15:63696124-63716473	.	.	.	.
NM_006738	15:85521428-85543955	.	.	.	.
NM_006047	20:35653528-35659014	.	.	.	.
NM_003035	1:47280241-47282459	.	.	.	.
NM_001127208	4:105233897-105237351	.	.	.	.
NM_001286771	4:73085249-73092300,4:73090667-73092300,4:73118688-73125312	.	4:73085249-73092300|4:73090667-73092300,	.	.
NM_004824	6:4891713-4892379	.	.	.	.
NM_024821	22:41808875-41813822	.	.	.	.
NR_104215	2:214767482-214781509	.	.	.	.
NR_104216	2:214767482-214781509	.	.	.	.
NR_104212	2:214767482-214781509	.	.	.	.
NM_001184985	12:827042-830160,12:859245-862270	.	.	.	.
NM_024624	2:17665503-17745951	.	.	.	.
NM_001098504	22:38494630-38501280	.	.	.	.
NM_001191028	7:129014979-129018157	.	.	.	.
NM_207343	11:117238601-117246948	.	.	.	.
NM_001135040	2:74361413-74378245	.	.	.	.
NM_014678	22:50372020-50394135	.	.	.	.
NM_005465	1:243545510-243843282,1:243563720-243695716,1:243563720-243843282,1:243613671-243695716,1:243613671-243843282,1:243645893-243843282	1:243563720-243843282|1:243563720-243695716,1:243613671-243843282|1:243613671-243695716,	1:243563720-243843282|1:243545510-243843282|1:243613671-243843282|1:243645893-243843282,1:243563720-243695716|1:243613671-243695716,	1:243613671-243843282|1:243645893-243843282|1:243563720-243695716,1:243645893-243843282|1:243613671-243695716,	1:243545510-243843282|1:243563720-243695716|1:243613671-243695716,1:243563720-243843282|1:243613671-243695716,
NM_014671	7:157201721-157231327	.	.	.	.
NM_001271769	5:78089393-78165672	.	.	.	.
NM_014673	8:108449823-108455930	.	.	.	.
NM_002618	2:61031419-61032113	.	.	.	.
NM_001135044	5:180261684-180280608	.	.	.	.
NM_002613	16:2557703-2566453	.	.	.	.
NM_001278432	13:32517857-32527532	.	.	.	.
NR_120447	4:87195324-87195690	.	.	.	.
NR_029506	9:109033307-109087342	.	.	.	.
NM_005966	2:190659158-190673152	.	.	.	.
NR_131184	10:67988663-68014186	.	.	.	.
NM_005969	11:2951259-2979237	.	.	.	.
NM_001130920	22:50768760-50782351	.	.	.	.
NM_001130921	22:50768760-50782351	.	.	.	.
NM_001130922	22:50768760-50782351	.	.	.	.
NM_001130923	22:50768760-50782351	.	.	.	.
NM_080685	4:86772778-86775652	.	.	.	.
NM_080684	4:86772778-86775652	.	.	.	.
NM_001289067	10:94576662-94594854,10:94588229-94594854	.	10:94588229-94594854|10:94576662-94594854,	.	.
NM_080683	4:86772778-86775652	.	.	.	.
NM_014496	X:84096194-84120027	.	.	.	.
NM_052879	12:50427762-50437838,12:50427762-50441643	12:50427762-50441643|12:50427762-50437838,	.	.	.
NM_032312	2:32290483-32307190	.	.	.	.
NM_015384	5:36953618-36976402	.	.	.	.
NM_152624	5:112985835-113001674	.	.	.	.
NM_015382	14:31127785-31133675	.	.	.	.
NM_014706	12:108543028-108549214	.	.	.	.
NM_014708	12:122568261-122577029	.	.	.	.
NM_014253	X:124641791-124653783	.	.	.	.
NM_001004056	4:2984513-3029409	.	.	.	.
NM_001004057	4:2984513-3029409	.	.	.	.
NM_014382	3:130930416-130941699	.	.	.	.
NM_018002	8:106679210-106707145	.	.	.	.
NM_001283008	20:18297985-18306393	.	.	.	.
NM_001115156	10:5773842-5800705,10:5785142-5800705,10:5794885-5800705	.	10:5785142-5800705|10:5773842-5800705|10:5794885-5800705,	.	.
NM_001283000	20:18297985-18306393	.	.	.	.
NM_001283001	20:18297985-18306393	.	.	.	.
NM_018390	X:284167-299392	.	.	.	.
NM_001267782	11:46433474-46435037	.	.	.	.
NM_001283004	20:18297985-18306393	.	.	.	.
NM_001283006	20:18297985-18306393	.	.	.	.
NM_001283007	20:18297985-18306393	.	.	.	.
NM_001030055	14:32090502-32094386,14:32090502-32117287	14:32090502-32117287|14:32090502-32094386,	.	.	.
NM_001270698	10:31908172-31910563	.	.	.	.
NM_014676	1:30992390-30995220,1:30992390-31007102	1:30992390-30995220|1:30992390-31007102,	.	.	.
NM_014810	1:179986169-180006567	.	.	.	.
NM_001270697	10:31908172-31910563	.	.	.	.
NM_001270696	10:31908172-31910563	.	.	.	.
NM_001270695	10:31908172-31910563	.	.	.	.
NM_001042683	6:145888020-145894977	.	.	.	.
NM_001290983	3:197090912-197119530,3:197104903-197119530	.	3:197090912-197119530|3:197104903-197119530,	.	.
NM_001286380	6:170317370-170330550	.	.	.	.
NM_001286381	6:170317370-170330550	.	.	.	.
NM_030816	1:70270856-70315566,1:70292388-70315566	.	1:70270856-70315566|1:70292388-70315566,	.	.
NM_173206	18:46890580-46903635	.	.	.	.
NM_001033561	17:28921688-28927063	.	.	.	.
NM_001040153	13:77719532-77753358	.	.	.	.
NM_001114092	3:9383199-9384825	.	.	.	.
NM_001134709	6:18236452-18258405	.	.	.	.
NM_001190438	17:16101250-16101805	.	.	.	.
NM_001089	16:2328453-2329854	.	.	.	.
NM_206907	5:40764514-40775503	.	.	.	.
NR_122119	12:111933886-111943369	.	.	.	.
NM_206909	8:18765449-18804898,8:18799295-18804898	.	8:18799295-18804898|8:18765449-18804898,	.	.
NR_046070	1:147275354-147285487	.	.	.	.
NM_016620	1:90916640-90941309	.	.	.	.
NM_198434	20:56381433-56386533	.	.	.	.
NM_012115	6:89862126-89871388	.	.	.	.
NM_016625	3:158122103-158123991	.	.	.	.
NM_176787	18:62072673-62095950	.	.	.	.
NM_152318	12:104991712-104996026	.	.	.	.
NM_199123	14:99458279-99465813	.	.	.	.
NM_001294314	12:111933886-111943369	.	.	.	.
NM_012096	3:57242856-57267792	.	.	.	.
NM_018392	4:112562371-112585725	.	.	.	.
NR_103782	4:76134175-76144473	.	.	.	.
NR_103781	4:76134175-76144473	.	.	.	.
NR_103780	4:76134175-76144473	.	.	.	.
NM_001198812	9:100498765-100516771	.	.	.	.
NM_001141947	3:56592970-56594028	.	.	.	.
NM_001278249	11:117238601-117246948	.	.	.	.
NM_007124	6:144781922-144803147	.	.	.	.
NR_117084	7:140459007-140472011	.	.	.	.
NM_001304263	11:36227085-36227430	.	.	.	.
NM_030674	12:46229153-46243314	.	.	.	.
NM_001304264	11:36227085-36227430	.	.	.	.
NM_001304792	6:75634707-75663518	.	.	.	.
NM_001083625	18:9182382-9221999	.	.	.	.
NM_001304797	22:41808875-41813822	.	.	.	.
NM_001083621	1:22489880-22491533	.	.	.	.
NR_002227	1:231795242-231818517	.	.	.	.
NM_178812	8:97661072-97691188	.	.	.	.
NM_001289078	10:14928016-14935564	.	.	.	.
NM_001289077	10:14928016-14935564	.	.	.	.
NM_001289076	10:14928016-14935564	.	.	.	.
NM_001289075	10:94576662-94594854,10:94588229-94594854	.	10:94588229-94594854|10:94576662-94594854,	.	.
NM_001289074	10:94576662-94594854,10:94588229-94594854	.	10:94588229-94594854|10:94576662-94594854,	.	.
NM_001289073	10:94576662-94594854,10:94588229-94594854	.	10:94588229-94594854|10:94576662-94594854,	.	.
NM_001289072	10:94576662-94594854,10:94588229-94594854	.	10:94588229-94594854|10:94576662-94594854,	.	.
NM_001289071	10:94576662-94594854,10:94588229-94594854	.	10:94588229-94594854|10:94576662-94594854,	.	.
NM_001289070	10:94576662-94594854,10:94588229-94594854	.	10:94588229-94594854|10:94576662-94594854,	.	.
NM_153211	18:24064140-24083081	.	.	.	.
NM_032239	4:128074460-128077962,4:128074460-128091512	4:128074460-128077962|4:128074460-128091512,	.	.	.
NM_173791	10:117285694-117298176	.	.	.	.
NM_001042413	9:4286038-4286523	.	.	.	.
NM_001300813	4:109506328-109539667	.	.	.	.
NM_001199185	3:130930416-130941699	.	.	.	.
NM_001199184	3:130930416-130941699	.	.	.	.
NM_004902	20:35714185-35725155,20:35721740-35725155	.	20:35714185-35725155|20:35721740-35725155,	.	.
NM_001199182	3:130930416-130941699	.	.	.	.
NM_001199181	3:130930416-130941699	.	.	.	.
NM_001199180	3:130930416-130941699	.	.	.	.
NM_001285549	2:206279540-206297373	.	.	.	.
NM_198834	17:37248011-37253036	.	.	.	.
NM_198836	17:37248011-37253036	.	.	.	.
NM_198837	17:37248011-37253036	.	.	.	.
NM_001253799	19:53521856-53576853	.	.	.	.
NM_001253798	19:53521856-53576853	.	.	.	.
NM_001001973	10:7797047-7802854	.	.	.	.
NM_198838	17:37248011-37253036	.	.	.	.
NM_198839	17:37248011-37253036	.	.	.	.
NM_181690	1:243545510-243843282,1:243563720-243695716,1:243563720-243843282,1:243613671-243695716,1:243613671-243843282,1:243645893-243843282	1:243563720-243843282|1:243563720-243695716,1:243613671-243843282|1:243613671-243695716,	1:243563720-243843282|1:243545510-243843282|1:243613671-243843282|1:243645893-243843282,1:243563720-243695716|1:243613671-243695716,	1:243613671-243843282|1:243645893-243843282|1:243563720-243695716,1:243645893-243843282|1:243613671-243695716,	1:243545510-243843282|1:243563720-243695716|1:243613671-243695716,1:243563720-243843282|1:243613671-243695716,
NM_001287498	7:140334634-140337349	.	.	.	.
NM_003027	15:83559253-83588771	.	.	.	.
NM_007051	1:50567077-50596216	.	.	.	.
NM_024704	20:16370586-16381747	.	.	.	.
NM_006296	2:58159650-58165874	.	.	.	.
NM_020445	7:152783187-152825122	.	.	.	.
NM_182982	4:2984513-3029409	.	.	.	.
NM_001286700	9:4860125-4860901	.	.	.	.
NM_001286701	9:4860125-4860901	.	.	.	.
NM_001136562	9:110136127-110138539	.	.	.	.
NM_001302891	17:66005690-66043250	.	.	.	.
NM_006828	6:100766565-100806070,6:100798713-100805880	.	.	.	6:100766565-100806070|6:100798713-100805880,
NM_145243	1:58506060-58536741,1:58506060-58539310,1:58527261-58536741	1:58506060-58536741|1:58506060-58539310,	1:58527261-58536741|1:58506060-58536741,	.	1:58527261-58536741|1:58506060-58539310,
NM_005400	2:45976429-46010517	.	.	.	.
NM_002971	3:18378170-18420991,3:18415111-18420991	.	3:18378170-18420991|3:18415111-18420991,	.	.
NM_001037872	2:99412731-99435941,2:99449336-99464985,2:99462496-99464985	.	2:99449336-99464985|2:99462496-99464985,	.	.
NM_002752	5:180261684-180280608	.	.	.	.
NM_003111	2:173954873-173956232	.	.	.	.
NM_006185	11:72018183-72024353	.	.	.	.
NM_017628	4:105233897-105237351	.	.	.	.
NM_152740	7:27629371-27649633	.	.	.	.
NM_015335	12:116230433-116237705,12:116230533-116237705	.	12:116230433-116237705|12:116230533-116237705,	.	.
NM_001252660	6:130955105-130956499	.	.	.	.
NM_018140	5:618990-620261	.	.	.	.
NR_110268	11:117152441-117163892	.	.	.	.
NR_110269	11:117152441-117163892	.	.	.	.
NM_005575	5:97013648-97028612	.	.	.	.
NM_014661	10:124681607-124682379	.	.	.	.
NM_001286379	6:170317370-170330550	.	.	.	.
NM_003756	8:116655856-116658980	.	.	.	.
NM_178566	9:14639896-14680162	.	.	.	.
NM_001283002	20:18297985-18306393	.	.	.	.
NR_104178	11:72018183-72024353	.	.	.	.
NR_073578	16:84740309-84745673	.	.	.	.
NM_001283003	20:18297985-18306393	.	.	.	.
NM_001007466	6:158282263-158314268,6:158312051-158314268	.	6:158312051-158314268|6:158282263-158314268,	.	.
NM_152633	X:14843660-14859334,X:14850505-14859334	.	X:14843660-14859334|X:14850505-14859334,	.	.
NM_001185059	9:86305192-86310017	.	.	.	.
NM_014717	19:30547943-30549514	.	.	.	.
NM_014246	22:46433393-46439411	.	.	.	.
NM_005993	17:82870224-82911789	.	.	.	.
NM_001077239	11:117238601-117246948	.	.	.	.
NR_033935	2:74361413-74378245	.	.	.	.
NM_021927	4:44680441-44683318	.	.	.	.
NM_001130065	19:17101660-17102557	.	.	.	.
NM_018036	14:96341522-96347341	.	.	.	.
NM_018034	5:37697655-37727045	.	.	.	.
NM_001114393	5:79640851-79669028	.	.	.	.
NM_152259	15:89594415-89595611	.	.	.	.
NM_152928	20:35653528-35659014	.	.	.	.
NM_152896	9:6420912-6434173	.	.	.	.
NM_015285	18:56756583-56758953	.	.	.	.
NM_152927	20:35653528-35659014	.	.	.	.
NM_015283	7:35010468-35018596	.	.	.	.
NM_001258437	5:33460902-33463825	.	.	.	.
NM_014801	1:233208518-233236980	.	.	.	.
NM_005358	13:75566695-75623320	.	.	.	.
NM_005359	18:51054781-51067187	.	.	.	.
NM_014808	2:241403828-241418109	.	.	.	.
NM_001112736	3:56660731-56673725	.	.	.	.
NM_001301020	19:2271385-2273160	.	.	.	.
NM_012408	20:47262288-47276795,20:47276314-47287284	.	.	20:47262288-47276795|20:47276314-47287284,	.
NM_001301026	15:29761139-29773357	.	.	.	.
NM_001301025	15:29761139-29773357	.	.	.	.
NM_012152	1:84865385-84866138	.	.	.	.
NM_001253801	19:53521856-53576853	.	.	.	.
NM_012399	22:27873738-27897892	.	.	.	.
NR_003367	8:127890589-127890998	.	.	.	.
NR_033427	3:93995874-94003908	.	.	.	.
NM_001009881	1:52515891-52526373	.	.	.	.
NR_122106	2:63433745-63439871	.	.	.	.
NR_002964	14:103336677-103339803	.	.	.	.
NM_213655	12:827042-830160,12:859245-862270	.	.	.	.
NM_197961	15:65463761-65480399	.	.	.	.
NM_197960	15:65463761-65480399	.	.	.	.
NM_001143971	6:4891713-4892379	.	.	.	.
NM_001143970	6:4891713-4892379	.	.	.	.
NM_197968	13:20002850-20006586,13:20051433-20067390,13:20064451-20083032	.	.	13:20064451-20083032|13:20051433-20067390,	.
NR_125370	15:83559253-83588771	.	.	.	.
NM_001142281	11:118581246-118592856	.	.	.	.
NM_021145	7:87163495-87174669	.	.	.	.
NM_001130483	2:58159650-58165874	.	.	.	.
NM_001130482	2:58159650-58165874	.	.	.	.
NM_001142286	2:17665503-17745951	.	.	.	.
NM_001130480	2:58159650-58165874	.	.	.	.
NM_001284388	10:102157019-102158214	.	.	.	.
NM_001284389	10:102157019-102158214	.	.	.	.
NM_001290310	5:138810038-138827718	.	.	.	.
NM_199133	5:10213491-10227647	.	.	.	.
NM_001294306	19:36775386-36776158	.	.	.	.
NM_001114172	1:46055795-46080750	.	.	.	.
NM_001198801	1:20840856-20865262,1:20840856-20886371	1:20840856-20865262|1:20840856-20886371,	.	.	.
NM_001244713	9:107300141-107311737	.	.	.	.
NM_001198802	1:20840856-20865262,1:20840856-20886371	1:20840856-20865262|1:20840856-20886371,	.	.	.
NM_030806	1:184477465-184619630	.	.	.	.
NM_181354	8:106679210-106707145	.	.	.	.
NM_001300770	1:219193130-219218712	.	.	.	.
NM_001300771	1:219193130-219218712	.	.	.	.
NM_001300772	1:219193130-219218712	.	.	.	.
NM_001304274	11:31452718-31463305	.	.	.	.
NM_030664	10:16484337-16486617	.	.	.	.
NM_016277	6:57193842-57210445	.	.	.	.
NR_028080	5:93776159-94053227	.	.	.	.
NM_001033605	7:33146242-33177591	.	.	.	.
NM_001033604	7:33146242-33177591	.	.	.	.
NM_001199427	14:102870185-102876525,14:102870185-102903429	14:102870185-102876525|14:102870185-102903429,	.	.	.
NM_001981	1:51402435-51408332,1:51461091-51481314	.	.	.	.
NM_003839	18:62348168-62349937	.	.	.	.
NM_001135993	18:24064140-24083081	.	.	.	.
NM_000124	10:49493117-49506012	.	.	.	.
NM_000126	15:76274412-76295737	.	.	.	.
NR_024460	3:56592970-56594028	.	.	.	.
NM_017905	13:113495502-113503588,13:113495502-113520733	13:113495502-113503588|13:113495502-113520733,	.	.	.
NM_130838	15:25405461-25415842	.	.	.	.
NM_000901	4:148435104-148436862	.	.	.	.
NM_001159929	3:48373308-48382085	.	.	.	.
NM_181457	2:222220140-222232283	.	.	.	.
NM_006260	13:95757644-95763953	.	.	.	.
NM_003342	17:4282798-4307123	.	.	.	.
NM_006264	4:86772778-86775652	.	.	.	.
NM_007040	19:41268223-41281275	.	.	.	.
NR_104581	8:47279862-47294030	.	.	.	.
NM_025134	16:53141179-53157541	.	.	.	.
NM_001286717	9:85575315-85633374,9:85618983-85633374,9:85669485-85712566	.	9:85618983-85633374|9:85575315-85633374,	.	.
NR_034053	7:129014979-129018157	.	.	.	.
NM_001286715	9:85575315-85633374,9:85618983-85633374,9:85669485-85712566	.	9:85618983-85633374|9:85575315-85633374,	.	.
NM_173630	18:70086613-70128546	.	.	.	.
NM_001079846	16:3850297-3851009	.	.	.	.
NM_001199649	8:140846260-140890769	.	.	.	.
NM_002747	18:50662907-50664504,18:50663089-50664504	.	18:50663089-50664504|18:50662907-50664504,	.	.
NM_003692	9:100498765-100516771	.	.	.	.
NM_024605	4:147857553-147881932	.	.	.	.
NM_001247996	8:130152736-130180880	.	.	.	.
NM_001247997	12:122340753-122341697	.	.	.	.
NM_001195608	10:122392303-122424959,10:122406576-122424959	.	10:122406576-122424959|10:122392303-122424959,	.	.
NM_018482	8:130152736-130180880	.	.	.	.
NR_003694	2:202290323-202295837	.	.	.	.
NM_018489	1:155438327-155439068,1:155438327-155459898,1:155521100-155521618	1:155438327-155439068|1:155438327-155459898,	.	.	.
NM_006311	17:16101250-16101805	.	.	.	.
NM_003760	1:20840856-20865262,1:20840856-20886371	1:20840856-20865262|1:20840856-20886371,	.	.	.
NM_018555	19:53521856-53576853	.	.	.	.
NR_120425	6:161034259-161049979,6:161048616-161049979	.	6:161034259-161049979|6:161048616-161049979,	.	.
NM_003875	3:155893518-155911279	.	.	.	.
NM_032408	7:73459536-73470483	.	.	.	.
NM_001204056	18:9182382-9221999	.	.	.	.
NM_152758	8:63186147-63187745	.	.	.	.
NM_001131010	3:18378170-18420991,3:18415111-18420991	.	3:18378170-18420991|3:18415111-18420991,	.	.
NM_000254	1:236803428-236838599,1:236806144-236816543	.	.	.	1:236803428-236838599|1:236806144-236816543,
NM_001039479	14:74669649-74671483	.	.	.	.
NM_018150	1:44411981-44412722	.	.	.	.
NM_001253697	5:65988635-66014725,5:66053406-66054951	.	.	.	.
NM_018157	12:106784002-106825820	.	.	.	.
NR_037888	4:4648977-4649542	.	.	.	.
NR_040723	20:35714185-35725155,20:35721740-35725155	.	20:35714185-35725155|20:35721740-35725155,	.	.
NM_144618	1:151088190-151107222	.	.	.	.
NM_001283026	20:23389946-23403072	.	.	.	.
NM_001048200	11:33286413-33287511	.	.	.	.
NM_033111	13:32517857-32527532	.	.	.	.
NR_073033	6:149676260-149680457	.	.	.	.
NM_001142966	18:21366027-21384403	.	.	.	.
NM_012161	4:15625252-15644708	.	.	.	.
NM_012160	6:98880553-98927822	.	.	.	.
NM_001301830	13:95161189-95170628	.	.	.	.
NM_001111077	6:158783520-158789371	.	.	.	.
NM_020909	2:120127688-120175004	.	.	.	.
NM_138341	12:111933886-111943369	.	.	.	.
NM_001040135	7:152783187-152825122	.	.	.	.
NM_001242919	15:80120328-80122800	.	.	.	.
NM_001242918	15:80120328-80122800	.	.	.	.
NM_001278390	12:46229153-46243314	.	.	.	.
NM_001287755	4:51863437-51891851	.	.	.	.
NM_001242911	15:80120328-80122800	.	.	.	.
NM_001242913	15:80120328-80122800	.	.	.	.
NM_001242912	15:80120328-80122800	.	.	.	.
NM_001242915	15:80120328-80122800	.	.	.	.
NM_001242914	15:80120328-80122800	.	.	.	.
NM_001242917	15:80120328-80122800	.	.	.	.
NM_001242916	15:80120328-80122800	.	.	.	.
NM_003272	1:236178414-236180028	.	.	.	.
