Transcript	circles	same_start	same_end	overlapping	within
NM_014071	20:34714590-34715365	.	.	.	.
NR_104214	1:27988535-28004419	.	.	.	.
NR_104215	2:214752447-214781509,2:214767482-214781509	.	2:214767482-214781509|2:214752447-214781509,	.	.
NR_104216	2:214752447-214781509,2:214767482-214781509	.	2:214767482-214781509|2:214752447-214781509,	.	.
NR_104212	2:214752447-214781509,2:214767482-214781509	.	2:214767482-214781509|2:214752447-214781509,	.	.
NM_001184985	12:827042-830160	.	.	.	.
NM_001098504	22:38494630-38501280	.	.	.	.
NM_014678	22:50372020-50394135	.	.	.	.
NM_014676	1:30992390-30995220,1:30992390-31007099,1:30992390-31007102	1:30992390-30995220|1:30992390-31007102|1:30992390-31007099,	.	.	.
NM_014671	7:157201721-157231327,7:157216867-157225539,7:157220689-157248580	.	.	7:157220689-157248580|7:157201721-157231327,7:157216867-157225539|7:157220689-157248580,	7:157216867-157225539|7:157201721-157231327,
NM_001135044	5:180261684-180280608	.	.	.	.
NM_002613	16:2557703-2566453	.	.	.	.
NM_001278432	13:32517857-32527532	.	.	.	.
NR_120447	4:87183203-87195690	.	.	.	.
NM_024948	10:15833630-15847943	.	.	.	.
NR_131184	10:67988663-68014186	.	.	.	.
NM_005969	11:2951259-2979237	.	.	.	.
NR_130169	10:49915917-49935142	.	.	.	.
NR_130168	10:49915917-49935142	.	.	.	.
NM_080685	4:86772778-86775652	.	.	.	.
NM_080684	4:86772778-86775652	.	.	.	.
NM_001289067	10:94588229-94594854	.	.	.	.
NM_080683	4:86772778-86775652	.	.	.	.
NM_052879	12:50427762-50437838,12:50427762-50441643	12:50427762-50441643|12:50427762-50437838,	.	.	.
NM_001204076	6:149632759-149638560	.	.	.	.
NM_032312	2:32290483-32307190	.	.	.	.
NM_015384	5:36953618-36976402	.	.	.	.
NM_015382	14:31127785-31133675	.	.	.	.
NM_014706	12:108543028-108549214	.	.	.	.
NM_014708	12:122568261-122577029	.	.	.	.
NM_002504	9:33293653-33295427	.	.	.	.
NM_001004056	4:2984513-3029409	.	.	.	.
NM_001004057	4:2984513-3029409	.	.	.	.
NM_014381	14:75046376-75049718	.	.	.	.
NM_052985	3:129476315-129478218	.	.	.	.
NM_001115156	10:5785142-5800705,10:5794885-5800705	.	10:5785142-5800705|10:5794885-5800705,	.	.
NM_018392	4:112562371-112585725	.	.	.	.
NM_001283001	20:18297985-18306393	.	.	.	.
NM_001267783	11:46433474-46435037	.	.	.	.
NM_001267782	11:46433474-46435037	.	.	.	.
NM_052989	3:129476315-129478218	.	.	.	.
NM_001283006	20:18297985-18306393	.	.	.	.
NM_001283007	20:18297985-18306393	.	.	.	.
NM_001030055	14:32090502-32094386,14:32090502-32117287	14:32090502-32117287|14:32090502-32094386,	.	.	.
NM_001270698	10:31908172-31910563	.	.	.	.
NM_014810	1:179986169-180006567	.	.	.	.
NM_014155	11:130260856-130261929	.	.	.	.
NM_001270697	10:31908172-31910563	.	.	.	.
NM_001270696	10:31908172-31910563	.	.	.	.
NM_001270695	10:31908172-31910563	.	.	.	.
NM_001042683	6:145888020-145894977	.	.	.	.
NM_001290983	3:197104903-197119530	.	.	.	.
NM_015566	5:74813840-74841679,5:74834426-74841679	.	5:74813840-74841679|5:74834426-74841679,	.	.
NM_001286380	6:170317370-170330550	.	.	.	.
NM_001286381	6:170317370-170330550	.	.	.	.
NM_030816	1:70270856-70315566,1:70292388-70315566	.	1:70270856-70315566|1:70292388-70315566,	.	.
NM_173206	18:46890580-46903635	.	.	.	.
NM_001033561	17:28921688-28927063	.	.	.	.
NM_001040158	5:135369406-135389126	.	.	.	.
NM_001111097	8:55950459-55969793	.	.	.	.
NM_001134709	6:18236452-18258405	.	.	.	.
NM_001190438	17:16101250-16101805	.	.	.	.
NM_001089	16:2328453-2329854	.	.	.	.
NR_122119	12:111932586-111943369,12:111933886-111943369	.	12:111932586-111943369|12:111933886-111943369,	.	.
NM_206909	8:18765449-18804898,8:18799295-18804898	.	8:18799295-18804898|8:18765449-18804898,	.	.
NR_046070	1:147259837-147267518,1:147275354-147285487	.	.	.	.
NM_017714	20:13559008-13580981	.	.	.	.
NM_016620	1:90916640-90941309,1:90916640-90982370,1:90937485-90982370	1:90916640-90982370|1:90916640-90941309,	1:90937485-90982370|1:90916640-90982370,	1:90937485-90982370|1:90916640-90941309,	.
NM_198434	20:56381433-56386533	.	.	.	.
NM_012115	6:89862126-89871388	.	.	.	.
NM_016625	3:158122103-158123991	.	.	.	.
NM_176787	18:62072673-62095950	.	.	.	.
NM_001304484	12:32598497-32601423	.	.	.	.
NM_001304483	12:32598497-32601423	.	.	.	.
NM_001304480	12:32598497-32601423	.	.	.	.
NM_001304481	12:32598497-32601423	.	.	.	.
NM_199123	14:99458279-99465813	.	.	.	.
NM_001294314	12:111932586-111943369,12:111933886-111943369	.	12:111932586-111943369|12:111933886-111943369,	.	.
NR_103782	4:76134175-76144473	.	.	.	.
NR_103781	4:76134175-76144473	.	.	.	.
NR_103780	4:76134175-76144473	.	.	.	.
NM_001198812	9:100498765-100516771	.	.	.	.
NM_001141947	3:56563684-56571302,3:56592970-56594028	.	.	.	.
NM_007124	6:144781922-144803147	.	.	.	.
NM_001244898	9:112262435-112297916	.	.	.	.
NM_001244896	9:112262435-112297916	.	.	.	.
NM_001304263	11:36227085-36227430	.	.	.	.
NM_030674	12:46229153-46243314	.	.	.	.
NM_001304264	11:36227085-36227430	.	.	.	.
NM_001304792	6:75634707-75663518	.	.	.	.
NM_001083625	18:9182382-9221999	.	.	.	.
NM_001304797	22:41808875-41813822	.	.	.	.
NM_003800	6:88844357-88904955	.	.	.	.
NM_001083621	1:22489880-22491533	.	.	.	.
NR_002227	1:231795242-231818517	.	.	.	.
NM_178812	8:97661072-97691188	.	.	.	.
NM_001289075	10:94588229-94594854	.	.	.	.
NM_001135058	14:30877572-30880734	.	.	.	.
NM_001289073	10:94588229-94594854	.	.	.	.
NM_001289072	10:94588229-94594854	.	.	.	.
NM_001289071	10:94588229-94594854	.	.	.	.
NM_001289070	10:94588229-94594854	.	.	.	.
NM_001042413	9:4286038-4286523	.	.	.	.
NM_001300813	4:109506328-109539667	.	.	.	.
NM_004902	20:35707120-35725155,20:35713019-35725155,20:35714185-35725155,20:35721740-35725155	.	20:35714185-35725155|20:35713019-35725155|20:35721740-35725155|20:35707120-35725155,	.	.
NM_001285549	2:206279540-206297373	.	.	.	.
NM_006724	6:161034259-161049979,6:161048616-161049979	.	6:161034259-161049979|6:161048616-161049979,	.	.
NM_001160104	14:88575840-88610940	.	.	.	.
NM_001253799	19:53521856-53576853	.	.	.	.
NM_001253798	19:53521856-53576853	.	.	.	.
NM_001001973	10:7797047-7802854	.	.	.	.
NM_199344	1:168236589-168243069	.	.	.	.
NM_181690	1:243545510-243843282,1:243613671-243695716,1:243613671-243843282	1:243613671-243843282|1:243613671-243695716,	1:243545510-243843282|1:243613671-243843282,	.	1:243545510-243843282|1:243613671-243695716,
NM_001302946	3:3137260-3144710	.	.	.	.
NM_001193475	2:48451008-48465642,2:48498493-48511468	.	.	.	.
NM_001010854	14:90578106-90618045	.	.	.	.
NM_003027	15:83559253-83588771	.	.	.	.
NM_007051	1:50567077-50596216	.	.	.	.
NM_001145065	4:90308244-90313047	.	.	.	.
NM_006296	2:58159650-58165874	.	.	.	.
NM_182982	4:2984513-3029409	.	.	.	.
NM_001286700	9:4860125-4860901	.	.	.	.
NM_001286701	9:4860125-4860901	.	.	.	.
NM_145243	1:58506060-58536741,1:58506060-58539310,1:58527261-58536741	1:58506060-58536741|1:58506060-58539310,	1:58527261-58536741|1:58506060-58536741,	.	1:58527261-58536741|1:58506060-58539310,
NM_002971	3:18378170-18420991,3:18415111-18420991	.	3:18378170-18420991|3:18415111-18420991,	.	.
NM_001037872	2:99412731-99435941,2:99449336-99464985	.	.	.	.
NM_002752	5:180261684-180280608	.	.	.	.
NM_001145667	16:74451055-74459789	.	.	.	.
NM_001145666	16:74451055-74459789	.	.	.	.
NM_001283000	20:18297985-18306393	.	.	.	.
NM_001252660	6:130955105-130956499	.	.	.	.
NM_018140	5:618990-620261	.	.	.	.
NR_110268	11:117152441-117163892	.	.	.	.
NR_110269	11:117152441-117163892	.	.	.	.
NM_005573	5:126804776-126832801	.	.	.	.
NM_014661	10:124681607-124682379	.	.	.	.
NM_001286379	6:170317370-170330550	.	.	.	.
NM_003756	8:116655856-116658980	.	.	.	.
NM_003752	16:28723164-28735582,16:28734520-28735582	.	16:28723164-28735582|16:28734520-28735582,	.	.
NM_178566	9:14639896-14680162	.	.	.	.
NM_001283002	20:18297985-18306393	.	.	.	.
NR_073578	16:84740309-84745673	.	.	.	.
NM_001283003	20:18297985-18306393	.	.	.	.
NM_001007466	6:158282263-158314268,6:158312051-158314268	.	6:158312051-158314268|6:158282263-158314268,	.	.
NM_152633	X:14843660-14859334,X:14850505-14859334	.	X:14843660-14859334|X:14850505-14859334,	.	.
NM_001185059	9:86305192-86310017	.	.	.	.
NM_014717	19:30547943-30549514	.	.	.	.
NM_005993	17:82763965-82772507,17:82870224-82911789	.	.	.	.
NM_002572	11:117152441-117163892	.	.	.	.
NM_001164762	7:677229-711527	.	.	.	.
NM_001130065	19:17101660-17102557	.	.	.	.
NM_018036	14:96341522-96347341	.	.	.	.
NM_001114393	5:79640851-79669028	.	.	.	.
NM_152259	15:89594415-89595611	.	.	.	.
NM_152928	20:35653528-35659014	.	.	.	.
NM_015115	4:51863437-51877854,4:51863437-51891851	4:51863437-51891851|4:51863437-51877854,	.	.	.
NM_052990	3:129476315-129478218	.	.	.	.
NM_152927	20:35653528-35659014	.	.	.	.
NM_015282	2:121503167-121530325	.	.	.	.
NM_014801	1:233208518-233236980	.	.	.	.
NM_005359	18:51054781-51067187	.	.	.	.
NM_014808	2:241403828-241418109	.	.	.	.
NM_001112736	3:56660731-56673725	.	.	.	.
NM_001099661	16:28723164-28735582,16:28734520-28735582	.	16:28723164-28735582|16:28734520-28735582,	.	.
NM_001048200	11:33286413-33287511	.	.	.	.
NM_001301020	19:2271385-2273160	.	.	.	.
NM_012408	20:47224317-47239138,20:47262288-47276795,20:47276314-47287284	.	.	20:47262288-47276795|20:47276314-47287284,	.
NM_001301026	15:29761139-29773357	.	.	.	.
NM_001301025	15:29761139-29773357	.	.	.	.
NR_130910	22:21700976-21710908	.	.	.	.
NM_012152	1:84865385-84866138	.	.	.	.
NM_001270643	7:139398599-139409654	.	.	.	.
NR_003367	8:127890589-127890998	.	.	.	.
NR_033427	3:93995874-94003908	.	.	.	.
NM_001142966	18:21366027-21384403	.	.	.	.
NM_001009881	1:52515891-52526373	.	.	.	.
NM_001242900	22:50372020-50394135	.	.	.	.
NM_213655	12:827042-830160	.	.	.	.
NM_001271	15:92924321-92956649	.	.	.	.
NM_197961	15:65463761-65480399	.	.	.	.
NM_197960	15:65463761-65480399	.	.	.	.
NM_001143971	6:4891713-4892379	.	.	.	.
NM_001143970	6:4891713-4892379	.	.	.	.
NM_197968	13:20051433-20067390	.	.	.	.
NR_125370	15:83559253-83588771	.	.	.	.
NM_001142281	11:118581246-118592856	.	.	.	.
NM_001130483	2:58159650-58165874	.	.	.	.
NM_001130482	2:58159650-58165874	.	.	.	.
NM_001130481	2:58159650-58165874	.	.	.	.
NM_001130480	2:58159650-58165874	.	.	.	.
NM_001284388	10:102157019-102158214	.	.	.	.
NM_001284389	10:102157019-102158214	.	.	.	.
NM_001290310	5:138810038-138827718	.	.	.	.
NM_199133	5:10213491-10227647	.	.	.	.
NM_001114172	1:46055795-46080750,1:46061929-46080750	.	1:46061929-46080750|1:46055795-46080750,	.	.
NM_001198801	1:20840856-20865262,1:20840856-20886371,1:21050866-21089213	1:20840856-20865262|1:20840856-20886371,	.	.	.
NM_001198803	1:21050866-21089213	.	.	.	.
NM_001198802	1:20840856-20865262,1:20840856-20886371,1:21050866-21089213	1:20840856-20865262|1:20840856-20886371,	.	.	.
NM_030806	1:184477465-184619630	.	.	.	.
NM_017679	17:61015751-61040892	.	.	.	.
NM_001300770	1:219193082-219211752,1:219193082-219218712,1:219193130-219218712	1:219193082-219218712|1:219193082-219211752,	1:219193082-219218712|1:219193130-219218712,	1:219193082-219211752|1:219193130-219218712,	.
NM_001300771	1:219193082-219211752,1:219193082-219218712,1:219193130-219218712	1:219193082-219218712|1:219193082-219211752,	1:219193082-219218712|1:219193130-219218712,	1:219193082-219211752|1:219193130-219218712,	.
NM_001300772	1:219193082-219211752,1:219193082-219218712,1:219193130-219218712	1:219193082-219218712|1:219193082-219211752,	1:219193082-219218712|1:219193130-219218712,	1:219193082-219211752|1:219193130-219218712,	.
NM_030664	10:16484337-16486617	.	.	.	.
NM_016277	6:57193842-57210445	.	.	.	.
NM_001199427	14:102870185-102876525	.	.	.	.
NM_019852	14:21503173-21503881	.	.	.	.
NM_003839	18:62348168-62349937	.	.	.	.
NM_000126	15:76274412-76295737	.	.	.	.
NM_001001894	21:37108392-37153277	.	.	.	.
NR_024460	3:56563684-56571302,3:56592970-56594028	.	.	.	.
NM_017905	13:113495502-113520733	.	.	.	.
NM_000901	4:148435104-148436862	.	.	.	.
NM_001253676	6:133980082-133984479	.	.	.	.
NM_015878	8:102838744-102843747	.	.	.	.
NR_109898	1:15534237-15546871	.	.	.	.
NM_181457	2:222220140-222232283	.	.	.	.
NM_003902	1:77949155-77967098	.	.	.	.
NM_001284363	17:62536170-62565137	.	.	.	.
NM_006260	13:95757644-95763953	.	.	.	.
NM_007044	6:149632759-149638560	.	.	.	.
NM_003342	17:4282798-4307123	.	.	.	.
NM_006264	4:86772778-86775652	.	.	.	.
NR_104581	8:47279862-47294030	.	.	.	.
NM_001042572	15:92924321-92956649	.	.	.	.
NM_001286717	9:85575315-85596449,9:85575315-85633374,9:85618983-85633374	9:85575315-85596449|9:85575315-85633374,	9:85618983-85633374|9:85575315-85633374,	.	.
NR_034053	7:129014979-129018157	.	.	.	.
NM_001286715	9:85575315-85596449,9:85575315-85633374,9:85618983-85633374	9:85575315-85596449|9:85575315-85633374,	9:85618983-85633374|9:85575315-85633374,	.	.
NM_001079846	16:3850297-3851009	.	.	.	.
NM_001199649	8:140846260-140890769	.	.	.	.
NM_002747	18:50663089-50664504	.	.	.	.
NM_002740	3:170291854-170299110	.	.	.	.
NM_003692	9:100498765-100516771	.	.	.	.
NM_024605	4:147857553-147881932	.	.	.	.
NM_001247997	12:122340753-122341697	.	.	.	.
NM_207325	19:32432716-32458509	.	.	.	.
NM_001195608	10:122392303-122424959	.	.	.	.
NM_018489	1:155438327-155439068,1:155438327-155459898,1:155521100-155521618	1:155438327-155439068|1:155438327-155459898,	.	.	.
NM_006311	17:16101250-16101805	.	.	.	.
NM_003760	1:20840856-20865262,1:20840856-20886371,1:21050866-21089213	1:20840856-20865262|1:20840856-20886371,	.	.	.
NM_018555	19:53521856-53576853	.	.	.	.
NR_120425	6:161034259-161049979,6:161048616-161049979	.	6:161034259-161049979|6:161048616-161049979,	.	.
NM_032408	7:73459536-73470483	.	.	.	.
NM_001204056	18:9182382-9221999	.	.	.	.
NM_152758	8:63186147-63187745	.	.	.	.
NM_001278390	12:46229153-46243314	.	.	.	.
NM_001131010	3:18378170-18420991,3:18415111-18420991	.	3:18378170-18420991|3:18415111-18420991,	.	.
NM_001164541	1:231795242-231818517	.	.	.	.
NM_018150	1:44411981-44412722	.	.	.	.
NM_001253697	5:65988635-66014725	.	.	.	.
NR_033709	1:3740233-3746181	.	.	.	.
NR_033708	1:3740233-3746181	.	.	.	.
NM_003472	6:18236452-18258405	.	.	.	.
NM_015291	1:15534237-15546871	.	.	.	.
NM_001287038	9:112574057-112575251	.	.	.	.
NM_033111	13:32517857-32527532	.	.	.	.
NM_014832	13:75326197-75349302	.	.	.	.
NR_073033	6:149676260-149680457	.	.	.	.
NM_001287036	9:112574057-112575251	.	.	.	.
NM_002410	2:134253095-134254644	.	.	.	.
NM_012161	4:15625252-15644708	.	.	.	.
NM_012160	6:98880553-98927822	.	.	.	.
NM_022773	16:910931-954666	.	.	.	.
NM_001099432	17:61015751-61040892	.	.	.	.
NM_138341	12:111932586-111943369,12:111933886-111943369	.	12:111932586-111943369|12:111933886-111943369,	.	.
NM_001173543	16:87975048-87984259	.	.	.	.
NM_001173542	16:87975048-87984259	.	.	.	.
NM_001173541	16:87975048-87984259	.	.	.	.
NM_001173540	16:87975048-87984259	.	.	.	.
NM_024066	1:44284835-44339322,1:44308310-44339316,1:44308310-44339322	1:44308310-44339316|1:44308310-44339322,	1:44284835-44339322|1:44308310-44339322,	.	1:44284835-44339322|1:44308310-44339316,
NM_170686	7:149153945-149154340	.	.	.	.
NM_001267595	12:48083591-48098124	.	.	.	.
NM_001164760	7:677229-711527	.	.	.	.
NM_019042	7:105470761-105495253	.	.	.	.
